Participant,ProlificID,PropertyNum,Property,Object,Stimulus,Type,RandomNum,List,Response
29,6111a1563a1ee66375aa174b,5,short,skirt,Zoe's skirt looks short,looks,13,2,68
29,6111a1563a1ee66375aa174b,20,damp,top,Samantha's top might be damp,filler,14,2,56
29,6111a1563a1ee66375aa174b,1,beige,suit,Elliot's suit looks beige,looks,15,2,59
29,6111a1563a1ee66375aa174b,12,green,vest,I think Tom's vest is green,filler,16,2,60
29,6111a1563a1ee66375aa174b,4,shiny,dress,Kate's dress looks shiny,looks,17,2,65
29,6111a1563a1ee66375aa174b,2,purple,coat,Holly's coat is purple,bare,18,2,68
29,6111a1563a1ee66375aa174b,18,silky,tie,David's tie might be silky,filler,19,2,54
29,6111a1563a1ee66375aa174b,10,oily,purse,Natalie's purse looks oily,looks,20,2,55
30,617065c12157f256425d5356,19,dirty,socks,I think Peter's socks are dirty,filler,1,2,70
30,617065c12157f256425d5356,11,crimson,outfit,Mark's outfit might be crimson,filler,2,2,36
30,617065c12157f256425d5356,6,loose,pants,Steve's pants are loose,bare,3,2,97
30,617065c12157f256425d5356,14,faded,jeans,I think Frank's jeans are faded,filler,4,2,71
30,617065c12157f256425d5356,16,tight,belt,Raplh's belt might be tight,filler,5,2,67
30,617065c12157f256425d5356,15,long,gown,I think Jenny's gown is long,filler,6,2,95
30,617065c12157f256425d5356,8,fuzzy,scarf,Gail's scarf looks fuzzy,looks,7,2,100
30,617065c12157f256425d5356,9,clean,shoes,Michael's shoes are clean,bare,8,2,81
30,617065c12157f256425d5356,13,checkered,cardigan,Lucy's cardigan might be checkered,filler,9,2,35
30,617065c12157f256425d5356,3,striped,shirt,Ashley's shirt is striped,bare,10,2,100
30,617065c12157f256425d5356,17,transparent,blouse,I think Sarah's blouse is transparent,filler,11,2,44
30,617065c12157f256425d5356,7,bulky,jacket,Dylan's jacket is bulky,bare,12,2,100
30,617065c12157f256425d5356,5,short,skirt,Zoe's skirt looks short,looks,13,2,84
30,617065c12157f256425d5356,20,damp,top,Samantha's top might be damp,filler,14,2,26
30,617065c12157f256425d5356,1,beige,suit,Elliot's suit looks beige,looks,15,2,88
30,617065c12157f256425d5356,12,green,vest,I think Tom's vest is green,filler,16,2,78
30,617065c12157f256425d5356,4,shiny,dress,Kate's dress looks shiny,looks,17,2,98
30,617065c12157f256425d5356,2,purple,coat,Holly's coat is purple,bare,18,2,100
30,617065c12157f256425d5356,18,silky,tie,David's tie might be silky,filler,19,2,63
30,617065c12157f256425d5356,10,oily,purse,Natalie's purse looks oily,looks,20,2,15
31,5bc3b13fa36d7100013f4b62,19,dirty,socks,I think Peter's socks are dirty,filler,1,2,33
31,5bc3b13fa36d7100013f4b62,11,crimson,outfit,Mark's outfit might be crimson,filler,2,2,47
31,5bc3b13fa36d7100013f4b62,6,loose,pants,Steve's pants are loose,bare,3,2,100
31,5bc3b13fa36d7100013f4b62,14,faded,jeans,I think Frank's jeans are faded,filler,4,2,51
31,5bc3b13fa36d7100013f4b62,16,tight,belt,Raplh's belt might be tight,filler,5,2,46
31,5bc3b13fa36d7100013f4b62,15,long,gown,I think Jenny's gown is long,filler,6,2,53
31,5bc3b13fa36d7100013f4b62,8,fuzzy,scarf,Gail's scarf looks fuzzy,looks,7,2,81
31,5bc3b13fa36d7100013f4b62,9,clean,shoes,Michael's shoes are clean,bare,8,2,100
31,5bc3b13fa36d7100013f4b62,13,checkered,cardigan,Lucy's cardigan might be checkered,filler,9,2,55
31,5bc3b13fa36d7100013f4b62,3,striped,shirt,Ashley's shirt is striped,bare,10,2,100
31,5bc3b13fa36d7100013f4b62,17,transparent,blouse,I think Sarah's blouse is transparent,filler,11,2,62
31,5bc3b13fa36d7100013f4b62,7,bulky,jacket,Dylan's jacket is bulky,bare,12,2,100
31,5bc3b13fa36d7100013f4b62,5,short,skirt,Zoe's skirt looks short,looks,13,2,75
31,5bc3b13fa36d7100013f4b62,20,damp,top,Samantha's top might be damp,filler,14,2,61
31,5bc3b13fa36d7100013f4b62,1,beige,suit,Elliot's suit looks beige,looks,15,2,71
31,5bc3b13fa36d7100013f4b62,12,green,vest,I think Tom's vest is green,filler,16,2,74
31,5bc3b13fa36d7100013f4b62,4,shiny,dress,Kate's dress looks shiny,looks,17,2,100
31,5bc3b13fa36d7100013f4b62,2,purple,coat,Holly's coat is purple,bare,18,2,100
31,5bc3b13fa36d7100013f4b62,18,silky,tie,David's tie might be silky,filler,19,2,54
31,5bc3b13fa36d7100013f4b62,10,oily,purse,Natalie's purse looks oily,looks,20,2,84
32,5b0495e0b98c410001adb589,19,dirty,socks,I think Peter's socks are dirty,filler,1,2,11
32,5b0495e0b98c410001adb589,11,crimson,outfit,Mark's outfit might be crimson,filler,2,2,11
32,5b0495e0b98c410001adb589,6,loose,pants,Steve's pants are loose,bare,3,2,76
32,5b0495e0b98c410001adb589,14,faded,jeans,I think Frank's jeans are faded,filler,4,2,14
32,5b0495e0b98c410001adb589,16,tight,belt,Raplh's belt might be tight,filler,5,2,11
32,5b0495e0b98c410001adb589,15,long,gown,I think Jenny's gown is long,filler,6,2,13
32,5b0495e0b98c410001adb589,8,fuzzy,scarf,Gail's scarf looks fuzzy,looks,7,2,30
32,5b0495e0b98c410001adb589,9,clean,shoes,Michael's shoes are clean,bare,8,2,87
32,5b0495e0b98c410001adb589,13,checkered,cardigan,Lucy's cardigan might be checkered,filler,9,2,10
32,5b0495e0b98c410001adb589,3,striped,shirt,Ashley's shirt is striped,bare,10,2,90
32,5b0495e0b98c410001adb589,17,transparent,blouse,I think Sarah's blouse is transparent,filler,11,2,24
32,5b0495e0b98c410001adb589,7,bulky,jacket,Dylan's jacket is bulky,bare,12,2,88
32,5b0495e0b98c410001adb589,5,short,skirt,Zoe's skirt looks short,looks,13,2,33
32,5b0495e0b98c410001adb589,20,damp,top,Samantha's top might be damp,filler,14,2,13
32,5b0495e0b98c410001adb589,1,beige,suit,Elliot's suit looks beige,looks,15,2,46
32,5b0495e0b98c410001adb589,12,green,vest,I think Tom's vest is green,filler,16,2,51
32,5b0495e0b98c410001adb589,4,shiny,dress,Kate's dress looks shiny,looks,17,2,51
32,5b0495e0b98c410001adb589,2,purple,coat,Holly's coat is purple,bare,18,2,89
32,5b0495e0b98c410001adb589,18,silky,tie,David's tie might be silky,filler,19,2,28
32,5b0495e0b98c410001adb589,10,oily,purse,Natalie's purse looks oily,looks,20,2,49
33,6096ee4ed5f41e6e17598ec9,19,dirty,socks,I think Peter's socks are dirty,filler,1,2,77
33,6096ee4ed5f41e6e17598ec9,11,crimson,outfit,Mark's outfit might be crimson,filler,2,2,81
33,6096ee4ed5f41e6e17598ec9,6,loose,pants,Steve's pants are loose,bare,3,2,97
33,6096ee4ed5f41e6e17598ec9,14,faded,jeans,I think Frank's jeans are faded,filler,4,2,86
33,6096ee4ed5f41e6e17598ec9,16,tight,belt,Raplh's belt might be tight,filler,5,2,67
33,6096ee4ed5f41e6e17598ec9,15,long,gown,I think Jenny's gown is long,filler,6,2,86
33,6096ee4ed5f41e6e17598ec9,8,fuzzy,scarf,Gail's scarf looks fuzzy,looks,7,2,96
33,6096ee4ed5f41e6e17598ec9,9,clean,shoes,Michael's shoes are clean,bare,8,2,99
33,6096ee4ed5f41e6e17598ec9,13,checkered,cardigan,Lucy's cardigan might be checkered,filler,9,2,81
33,6096ee4ed5f41e6e17598ec9,3,striped,shirt,Ashley's shirt is striped,bare,10,2,100
33,6096ee4ed5f41e6e17598ec9,17,transparent,blouse,I think Sarah's blouse is transparent,filler,11,2,81
33,6096ee4ed5f41e6e17598ec9,7,bulky,jacket,Dylan's jacket is bulky,bare,12,2,95
33,6096ee4ed5f41e6e17598ec9,5,short,skirt,Zoe's skirt looks short,looks,13,2,100
33,6096ee4ed5f41e6e17598ec9,20,damp,top,Samantha's top might be damp,filler,14,2,71
33,6096ee4ed5f41e6e17598ec9,1,beige,suit,Elliot's suit looks beige,looks,15,2,86
33,6096ee4ed5f41e6e17598ec9,12,green,vest,I think Tom's vest is green,filler,16,2,92
33,6096ee4ed5f41e6e17598ec9,4,shiny,dress,Kate's dress looks shiny,looks,17,2,95
33,6096ee4ed5f41e6e17598ec9,2,purple,coat,Holly's coat is purple,bare,18,2,100
33,6096ee4ed5f41e6e17598ec9,18,silky,tie,David's tie might be silky,filler,19,2,71
33,6096ee4ed5f41e6e17598ec9,10,oily,purse,Natalie's purse looks oily,looks,20,2,60
34,5a6032228e625900017657f4,19,dirty,socks,I think Peter's socks are dirty,filler,1,2,19
34,5a6032228e625900017657f4,11,crimson,outfit,Mark's outfit might be crimson,filler,2,2,50
34,5a6032228e625900017657f4,6,loose,pants,Steve's pants are loose,bare,3,2,81
34,5a6032228e625900017657f4,14,faded,jeans,I think Frank's jeans are faded,filler,4,2,40
34,5a6032228e625900017657f4,16,tight,belt,Raplh's belt might be tight,filler,5,2,19
34,5a6032228e625900017657f4,15,long,gown,I think Jenny's gown is long,filler,6,2,48
34,5a6032228e625900017657f4,8,fuzzy,scarf,Gail's scarf looks fuzzy,looks,7,2,75
34,5a6032228e625900017657f4,9,clean,shoes,Michael's shoes are clean,bare,8,2,77
34,5a6032228e625900017657f4,13,checkered,cardigan,Lucy's cardigan might be checkered,filler,9,2,44
34,5a6032228e625900017657f4,3,striped,shirt,Ashley's shirt is striped,bare,10,2,100
34,5a6032228e625900017657f4,17,transparent,blouse,I think Sarah's blouse is transparent,filler,11,2,53
34,5a6032228e625900017657f4,7,bulky,jacket,Dylan's jacket is bulky,bare,12,2,91
34,5a6032228e625900017657f4,5,short,skirt,Zoe's skirt looks short,looks,13,2,31
34,5a6032228e625900017657f4,20,damp,top,Samantha's top might be damp,filler,14,2,39
34,5a6032228e625900017657f4,1,beige,suit,Elliot's suit looks beige,looks,15,2,62
34,5a6032228e625900017657f4,12,green,vest,I think Tom's vest is green,filler,16,2,50
34,5a6032228e625900017657f4,4,shiny,dress,Kate's dress looks shiny,looks,17,2,61
34,5a6032228e625900017657f4,2,purple,coat,Holly's coat is purple,bare,18,2,100
34,5a6032228e625900017657f4,18,silky,tie,David's tie might be silky,filler,19,2,53
34,5a6032228e625900017657f4,10,oily,purse,Natalie's purse looks oily,looks,20,2,52
35,6143c28b6d84339f28982fb5,19,dirty,socks,I think Peter's socks are dirty,filler,1,2,34
35,6143c28b6d84339f28982fb5,11,crimson,outfit,Mark's outfit might be crimson,filler,2,2,71
35,6143c28b6d84339f28982fb5,6,loose,pants,Steve's pants are loose,bare,3,2,91
35,6143c28b6d84339f28982fb5,14,faded,jeans,I think Frank's jeans are faded,filler,4,2,85
35,6143c28b6d84339f28982fb5,16,tight,belt,Raplh's belt might be tight,filler,5,2,82
35,6143c28b6d84339f28982fb5,15,long,gown,I think Jenny's gown is long,filler,6,2,92
35,6143c28b6d84339f28982fb5,8,fuzzy,scarf,Gail's scarf looks fuzzy,looks,7,2,88
35,6143c28b6d84339f28982fb5,9,clean,shoes,Michael's shoes are clean,bare,8,2,94
35,6143c28b6d84339f28982fb5,13,checkered,cardigan,Lucy's cardigan might be checkered,filler,9,2,71
35,6143c28b6d84339f28982fb5,3,striped,shirt,Ashley's shirt is striped,bare,10,2,100
35,6143c28b6d84339f28982fb5,17,transparent,blouse,I think Sarah's blouse is transparent,filler,11,2,86
35,6143c28b6d84339f28982fb5,7,bulky,jacket,Dylan's jacket is bulky,bare,12,2,94
35,6143c28b6d84339f28982fb5,5,short,skirt,Zoe's skirt looks short,looks,13,2,100
35,6143c28b6d84339f28982fb5,20,damp,top,Samantha's top might be damp,filler,14,2,45
35,6143c28b6d84339f28982fb5,1,beige,suit,Elliot's suit looks beige,looks,15,2,87
35,6143c28b6d84339f28982fb5,12,green,vest,I think Tom's vest is green,filler,16,2,90
35,6143c28b6d84339f28982fb5,4,shiny,dress,Kate's dress looks shiny,looks,17,2,100
35,6143c28b6d84339f28982fb5,2,purple,coat,Holly's coat is purple,bare,18,2,100
35,6143c28b6d84339f28982fb5,18,silky,tie,David's tie might be silky,filler,19,2,72
35,6143c28b6d84339f28982fb5,10,oily,purse,Natalie's purse looks oily,looks,20,2,31
36,614f24578db9aab4bfb2809f,19,dirty,socks,I think Peter's socks are dirty,filler,1,2,16
36,614f24578db9aab4bfb2809f,11,crimson,outfit,Mark's outfit might be crimson,filler,2,2,84
36,614f24578db9aab4bfb2809f,6,loose,pants,Steve's pants are loose,bare,3,2,98
36,614f24578db9aab4bfb2809f,14,faded,jeans,I think Frank's jeans are faded,filler,4,2,86
36,614f24578db9aab4bfb2809f,16,tight,belt,Raplh's belt might be tight,filler,5,2,25
36,614f24578db9aab4bfb2809f,15,long,gown,I think Jenny's gown is long,filler,6,2,84
36,614f24578db9aab4bfb2809f,8,fuzzy,scarf,Gail's scarf looks fuzzy,looks,7,2,87
36,614f24578db9aab4bfb2809f,9,clean,shoes,Michael's shoes are clean,bare,8,2,99
36,614f24578db9aab4bfb2809f,13,checkered,cardigan,Lucy's cardigan might be checkered,filler,9,2,40
36,614f24578db9aab4bfb2809f,3,striped,shirt,Ashley's shirt is striped,bare,10,2,100
36,614f24578db9aab4bfb2809f,17,transparent,blouse,I think Sarah's blouse is transparent,filler,11,2,71
36,614f24578db9aab4bfb2809f,7,bulky,jacket,Dylan's jacket is bulky,bare,12,2,95
36,614f24578db9aab4bfb2809f,5,short,skirt,Zoe's skirt looks short,looks,13,2,60
36,614f24578db9aab4bfb2809f,20,damp,top,Samantha's top might be damp,filler,14,2,39
36,614f24578db9aab4bfb2809f,1,beige,suit,Elliot's suit looks beige,looks,15,2,89
36,614f24578db9aab4bfb2809f,12,green,vest,I think Tom's vest is green,filler,16,2,81
36,614f24578db9aab4bfb2809f,4,shiny,dress,Kate's dress looks shiny,looks,17,2,80
36,614f24578db9aab4bfb2809f,2,purple,coat,Holly's coat is purple,bare,18,2,100
36,614f24578db9aab4bfb2809f,18,silky,tie,David's tie might be silky,filler,19,2,34
36,614f24578db9aab4bfb2809f,10,oily,purse,Natalie's purse looks oily,looks,20,2,34
37,5d93892be1e2a9001b5804ca,19,dirty,socks,I think Peter's socks are dirty,filler,1,2,71
37,5d93892be1e2a9001b5804ca,11,crimson,outfit,Mark's outfit might be crimson,filler,2,2,56
37,5d93892be1e2a9001b5804ca,6,loose,pants,Steve's pants are loose,bare,3,2,87
37,5d93892be1e2a9001b5804ca,14,faded,jeans,I think Frank's jeans are faded,filler,4,2,70
37,5d93892be1e2a9001b5804ca,16,tight,belt,Raplh's belt might be tight,filler,5,2,58
37,5d93892be1e2a9001b5804ca,15,long,gown,I think Jenny's gown is long,filler,6,2,60
37,5d93892be1e2a9001b5804ca,8,fuzzy,scarf,Gail's scarf looks fuzzy,looks,7,2,44
37,5d93892be1e2a9001b5804ca,9,clean,shoes,Michael's shoes are clean,bare,8,2,92
37,5d93892be1e2a9001b5804ca,13,checkered,cardigan,Lucy's cardigan might be checkered,filler,9,2,66
37,5d93892be1e2a9001b5804ca,3,striped,shirt,Ashley's shirt is striped,bare,10,2,95
37,5d93892be1e2a9001b5804ca,17,transparent,blouse,I think Sarah's blouse is transparent,filler,11,2,70
37,5d93892be1e2a9001b5804ca,7,bulky,jacket,Dylan's jacket is bulky,bare,12,2,97
37,5d93892be1e2a9001b5804ca,5,short,skirt,Zoe's skirt looks short,looks,13,2,73
37,5d93892be1e2a9001b5804ca,20,damp,top,Samantha's top might be damp,filler,14,2,64
37,5d93892be1e2a9001b5804ca,1,beige,suit,Elliot's suit looks beige,looks,15,2,71
37,5d93892be1e2a9001b5804ca,12,green,vest,I think Tom's vest is green,filler,16,2,72
37,5d93892be1e2a9001b5804ca,4,shiny,dress,Kate's dress looks shiny,looks,17,2,81
37,5d93892be1e2a9001b5804ca,2,purple,coat,Holly's coat is purple,bare,18,2,97
37,5d93892be1e2a9001b5804ca,18,silky,tie,David's tie might be silky,filler,19,2,70
37,5d93892be1e2a9001b5804ca,10,oily,purse,Natalie's purse looks oily,looks,20,2,65
38,56e5b167b2093a000b4f1345,19,dirty,socks,I think Peter's socks are dirty,filler,1,2,2
38,56e5b167b2093a000b4f1345,11,crimson,outfit,Mark's outfit might be crimson,filler,2,2,1
38,56e5b167b2093a000b4f1345,6,loose,pants,Steve's pants are loose,bare,3,2,70
38,56e5b167b2093a000b4f1345,14,faded,jeans,I think Frank's jeans are faded,filler,4,2,58
38,56e5b167b2093a000b4f1345,16,tight,belt,Raplh's belt might be tight,filler,5,2,39
38,56e5b167b2093a000b4f1345,15,long,gown,I think Jenny's gown is long,filler,6,2,75
38,56e5b167b2093a000b4f1345,8,fuzzy,scarf,Gail's scarf looks fuzzy,looks,7,2,96
38,56e5b167b2093a000b4f1345,9,clean,shoes,Michael's shoes are clean,bare,8,2,77
38,56e5b167b2093a000b4f1345,13,checkered,cardigan,Lucy's cardigan might be checkered,filler,9,2,40
38,56e5b167b2093a000b4f1345,3,striped,shirt,Ashley's shirt is striped,bare,10,2,97
38,56e5b167b2093a000b4f1345,17,transparent,blouse,I think Sarah's blouse is transparent,filler,11,2,62
38,56e5b167b2093a000b4f1345,7,bulky,jacket,Dylan's jacket is bulky,bare,12,2,77
38,56e5b167b2093a000b4f1345,5,short,skirt,Zoe's skirt looks short,looks,13,2,75
38,56e5b167b2093a000b4f1345,20,damp,top,Samantha's top might be damp,filler,14,2,68
38,56e5b167b2093a000b4f1345,1,beige,suit,Elliot's suit looks beige,looks,15,2,69
38,56e5b167b2093a000b4f1345,12,green,vest,I think Tom's vest is green,filler,16,2,61
38,56e5b167b2093a000b4f1345,4,shiny,dress,Kate's dress looks shiny,looks,17,2,69
38,56e5b167b2093a000b4f1345,2,purple,coat,Holly's coat is purple,bare,18,2,92
38,56e5b167b2093a000b4f1345,18,silky,tie,David's tie might be silky,filler,19,2,58
38,56e5b167b2093a000b4f1345,10,oily,purse,Natalie's purse looks oily,looks,20,2,77
39,5f8c68e4fc66863c9a0150d5,19,dirty,socks,I think Peter's socks are dirty,filler,1,2,9
39,5f8c68e4fc66863c9a0150d5,11,crimson,outfit,Mark's outfit might be crimson,filler,2,2,70
39,5f8c68e4fc66863c9a0150d5,6,loose,pants,Steve's pants are loose,bare,3,2,75
39,5f8c68e4fc66863c9a0150d5,14,faded,jeans,I think Frank's jeans are faded,filler,4,2,60
39,5f8c68e4fc66863c9a0150d5,16,tight,belt,Raplh's belt might be tight,filler,5,2,39
39,5f8c68e4fc66863c9a0150d5,15,long,gown,I think Jenny's gown is long,filler,6,2,81
39,5f8c68e4fc66863c9a0150d5,8,fuzzy,scarf,Gail's scarf looks fuzzy,looks,7,2,9
39,5f8c68e4fc66863c9a0150d5,9,clean,shoes,Michael's shoes are clean,bare,8,2,71
39,5f8c68e4fc66863c9a0150d5,13,checkered,cardigan,Lucy's cardigan might be checkered,filler,9,2,19
39,5f8c68e4fc66863c9a0150d5,3,striped,shirt,Ashley's shirt is striped,bare,10,2,86
39,5f8c68e4fc66863c9a0150d5,17,transparent,blouse,I think Sarah's blouse is transparent,filler,11,2,61
39,5f8c68e4fc66863c9a0150d5,7,bulky,jacket,Dylan's jacket is bulky,bare,12,2,90
39,5f8c68e4fc66863c9a0150d5,5,short,skirt,Zoe's skirt looks short,looks,13,2,55
39,5f8c68e4fc66863c9a0150d5,20,damp,top,Samantha's top might be damp,filler,14,2,5
39,5f8c68e4fc66863c9a0150d5,1,beige,suit,Elliot's suit looks beige,looks,15,2,70
39,5f8c68e4fc66863c9a0150d5,12,green,vest,I think Tom's vest is green,filler,16,2,60
39,5f8c68e4fc66863c9a0150d5,4,shiny,dress,Kate's dress looks shiny,looks,17,2,44
39,5f8c68e4fc66863c9a0150d5,2,purple,coat,Holly's coat is purple,bare,18,2,95
39,5f8c68e4fc66863c9a0150d5,18,silky,tie,David's tie might be silky,filler,19,2,19
39,5f8c68e4fc66863c9a0150d5,10,oily,purse,Natalie's purse looks oily,looks,20,2,39
40,61032640181839ead293c28d,19,dirty,socks,I think Peter's socks are dirty,filler,1,2,30
40,61032640181839ead293c28d,11,crimson,outfit,Mark's outfit might be crimson,filler,2,2,33
40,61032640181839ead293c28d,6,loose,pants,Steve's pants are loose,bare,3,2,81
40,61032640181839ead293c28d,14,faded,jeans,I think Frank's jeans are faded,filler,4,2,35
40,61032640181839ead293c28d,16,tight,belt,Raplh's belt might be tight,filler,5,2,40
40,61032640181839ead293c28d,15,long,gown,I think Jenny's gown is long,filler,6,2,36
40,61032640181839ead293c28d,8,fuzzy,scarf,Gail's scarf looks fuzzy,looks,7,2,81
40,61032640181839ead293c28d,9,clean,shoes,Michael's shoes are clean,bare,8,2,90
40,61032640181839ead293c28d,13,checkered,cardigan,Lucy's cardigan might be checkered,filler,9,2,30
40,61032640181839ead293c28d,3,striped,shirt,Ashley's shirt is striped,bare,10,2,94
40,61032640181839ead293c28d,17,transparent,blouse,I think Sarah's blouse is transparent,filler,11,2,31
40,61032640181839ead293c28d,7,bulky,jacket,Dylan's jacket is bulky,bare,12,2,93
40,61032640181839ead293c28d,5,short,skirt,Zoe's skirt looks short,looks,13,2,86
40,61032640181839ead293c28d,20,damp,top,Samantha's top might be damp,filler,14,2,44
40,61032640181839ead293c28d,1,beige,suit,Elliot's suit looks beige,looks,15,2,66
40,61032640181839ead293c28d,12,green,vest,I think Tom's vest is green,filler,16,2,40
40,61032640181839ead293c28d,4,shiny,dress,Kate's dress looks shiny,looks,17,2,80
40,61032640181839ead293c28d,2,purple,coat,Holly's coat is purple,bare,18,2,91
40,61032640181839ead293c28d,18,silky,tie,David's tie might be silky,filler,19,2,35
40,61032640181839ead293c28d,10,oily,purse,Natalie's purse looks oily,looks,20,2,66
